match_id,game_id,tournament,team1_id,team1,team2_id,team2,score1_match,score2_match,is_total,bestOf,score1_game,score2_game,map_id,map_name,datetime,team1_win,games_played,team1_player1_id,team1_player2_id,team1_player3_id,team1_player4_id,team1_player5_id,team2_player1_id,team2_player2_id,team2_player3_id,team2_player4_id,team2_player5_id,team1_player1,team1_player2,team1_player3,team1_player4,team1_player5,team2_player1,team2_player2,team2_player3,team2_player4,team2_player5,team1_player1_kills,team1_player1_deaths,team1_player1_assists,team1_player1_adr,team1_player1_kast,team1_player1_kddiff,team1_player2_kills,team1_player2_deaths,team1_player2_assists,team1_player2_adr,team1_player2_kast,team1_player2_kddiff,team1_player3_kills,team1_player3_deaths,team1_player3_assists,team1_player3_adr,team1_player3_kast,team1_player3_kddiff,team1_player4_kills,team1_player4_deaths,team1_player4_assists,team1_player4_adr,team1_player4_kast,team1_player4_kddiff,team1_player5_kills,team1_player5_deaths,team1_player5_assists,team1_player5_adr,team1_player5_kast,team1_player5_kddiff,team2_player1_kills,team2_player1_deaths,team2_player1_assists,team2_player1_adr,team2_player1_kast,team2_player1_kddiff,team2_player2_kills,team2_player2_deaths,team2_player2_assists,team2_player2_adr,team2_player2_kast,team2_player2_kddiff,team2_player3_kills,team2_player3_deaths,team2_player3_assists,team2_player3_adr,team2_player3_kast,team2_player3_kddiff,team2_player4_kills,team2_player4_deaths,team2_player4_assists,team2_player4_adr,team2_player4_kast,team2_player4_kddiff,team2_player5_kills,team2_player5_deaths,team2_player5_assists,team2_player5_adr,team2_player5_kast,team2_player5_kddiff
7302892,154160,CCT Europe 2026 Series #4,295716,TDK,295717,ex-RUBY,2.0,0.0,False,3,13.0,10.0,8,Mirage,2026-06-21 19:40:00,1,2.0,966,553,4466,3344,5057,6251,6626,3775,16111,7440,"nafany (Vladislav Gorshkov), RU","Ax1Le (Sergey Rykhtorov), RU","sugaR (Amin Azimov), AZ","Xant3r (Kirill Kononov), RU","ArtFr0st (Artyom  Kharitonov), RU","H4SAN4TOR (Vladyslav  Tuchin), RU","sh1ne (Maksim Vinogradov), RU","YumsaN (Vadim Toropynin), RU",relaxxie,"robo (Nikita Dushin), RU",16.0,16.0,13.0,90.6,82.6,0.0,23.0,12.0,8.0,93.3,82.6,11.0,17.0,17.0,5.0,76.6,73.9,0.0,17.0,17.0,7.0,77.8,73.9,0.0,20.0,11.0,10.0,76.7,78.3,9.0,11.0,19.0,8.0,61.0,69.6,-8.0,12.0,19.0,3.0,63.0,65.2,-7.0,18.0,18.0,3.0,78.5,65.2,0.0,17.0,18.0,3.0,74.9,69.6,-1.0,15.0,20.0,8.0,81.0,65.2,-5.0
7302892,-154160,CCT Europe 2026 Series #4,295716,TDK,295717,ex-RUBY,2.0,0.0,True,3,0.0,0.0,6,Dust2,2026-06-21 19:40:00,1,2.0,966,553,4466,3344,5057,6251,6626,3775,16111,7440,"nafany (Vladislav Gorshkov), RU","Ax1Le (Sergey Rykhtorov), RU","sugaR (Amin Azimov), AZ","Xant3r (Kirill Kononov), RU","ArtFr0st (Artyom  Kharitonov), RU","H4SAN4TOR (Vladyslav  Tuchin), RU","sh1ne (Maksim Vinogradov), RU","YumsaN (Vadim Toropynin), RU",relaxxie,"robo (Nikita Dushin), RU",27.0,29.0,27.0,82.7,79.9,-2.0,43.0,27.0,13.0,97.7,79.9,16.0,27.0,32.0,10.0,70.5,75.6,-5.0,29.0,31.0,14.0,68.8,68.8,-2.0,38.0,20.0,16.0,76.6,82.4,18.0,20.0,32.0,13.0,55.0,71.2,-12.0,25.0,33.0,6.0,54.0,71.3,-8.0,31.0,31.0,7.0,67.5,64.4,0.0,35.0,36.0,10.0,93.6,71.2,-1.0,28.0,34.0,16.0,76.7,71.3,-6.0
7302892,154161,CCT Europe 2026 Series #4,295716,TDK,295717,ex-RUBY,2.0,0.0,False,3,13.0,9.0,4,Overpass,2026-06-21 19:40:00,1,2.0,966,553,4466,3344,5057,6251,6626,3775,16111,7440,"nafany (Vladislav Gorshkov), RU","Ax1Le (Sergey Rykhtorov), RU","sugaR (Amin Azimov), AZ","Xant3r (Kirill Kononov), RU","ArtFr0st (Artyom  Kharitonov), RU","H4SAN4TOR (Vladyslav  Tuchin), RU","sh1ne (Maksim Vinogradov), RU","YumsaN (Vadim Toropynin), RU",relaxxie,"robo (Nikita Dushin), RU",11.0,13.0,14.0,74.8,77.3,-2.0,20.0,15.0,5.0,102.1,77.3,5.0,10.0,15.0,5.0,64.4,77.3,-5.0,12.0,14.0,7.0,59.7,63.6,-2.0,18.0,9.0,6.0,76.5,86.4,9.0,9.0,13.0,5.0,49.0,72.7,-4.0,13.0,14.0,3.0,45.0,77.3,-1.0,13.0,13.0,4.0,56.4,63.6,0.0,18.0,18.0,7.0,112.3,72.7,0.0,13.0,14.0,8.0,72.4,77.3,-1.0
7302875,154156,CCT Europe 2026 Series #4,295448,TDK,295449,100 Thieves,2.0,0.0,False,3,16.0,13.0,23,Anubis,2026-06-21 16:00:00,1,2.0,966,553,4466,3344,5057,11,8274,3513,6665,27,"nafany (Vladislav Gorshkov), RU","Ax1Le (Sergey Rykhtorov), RU","sugaR (Amin Azimov), AZ","Xant3r (Kirill Kononov), RU","ArtFr0st (Artyom  Kharitonov), RU","device (Nicolai Reedtz), DK",poiii,"Ag1L (André  Gil), PT","sirah (William Kjærsgaard), DK","rain (Håvard Nygaard), NO",27.0,20.0,4.0,103.4,75.9,7.0,22.0,17.0,9.0,84.7,82.8,5.0,18.0,15.0,5.0,72.0,75.9,3.0,15.0,20.0,4.0,60.0,62.1,-5.0,20.0,13.0,2.0,56.3,89.7,7.0,27.0,17.0,2.0,94.2,72.4,10.0,17.0,24.0,7.0,74.3,79.3,-7.0,16.0,19.0,5.0,73.8,55.2,-3.0,13.0,20.0,0.0,43.3,51.7,-7.0,12.0,22.0,8.0,52.0,75.9,-10.0
7302875,-154156,CCT Europe 2026 Series #4,295448,TDK,295449,100 Thieves,2.0,0.0,True,3,0.0,0.0,6,Dust2,2026-06-21 16:00:00,1,2.0,966,553,4466,3344,5057,11,8274,3513,6665,27,"nafany (Vladislav Gorshkov), RU","Ax1Le (Sergey Rykhtorov), RU","sugaR (Amin Azimov), AZ","Xant3r (Kirill Kononov), RU","ArtFr0st (Artyom  Kharitonov), RU","device (Nicolai Reedtz), DK",poiii,"Ag1L (André  Gil), PT","sirah (William Kjærsgaard), DK","rain (Håvard Nygaard), NO",27.0,20.0,4.0,103.4,75.9,7.0,22.0,17.0,9.0,84.7,82.8,5.0,18.0,15.0,5.0,72.0,75.9,3.0,15.0,20.0,4.0,60.0,62.1,-5.0,20.0,13.0,2.0,56.3,89.7,7.0,27.0,17.0,2.0,94.2,72.4,10.0,17.0,24.0,7.0,74.3,79.3,-7.0,16.0,19.0,5.0,73.8,55.2,-3.0,13.0,20.0,0.0,43.3,51.7,-7.0,12.0,22.0,8.0,52.0,75.9,-10.0
7302870,154155,CCT Europe 2026 Series #4,295454,Virtus.pro,295455,ex-RUBY,0.0,2.0,False,3,14.0,16.0,8,Mirage,2026-06-21 13:00:00,0,2.0,27045,27658,178,20792,27048,6251,6626,3775,16111,7440,AquaRS,FOR3VER,"mir (Nikolay Bityukov), RU",b1st,tO0RO,"H4SAN4TOR (Vladyslav  Tuchin), RU","sh1ne (Maksim Vinogradov), RU","YumsaN (Vadim Toropynin), RU",relaxxie,"robo (Nikita Dushin), RU",12.0,21.0,5.0,52.8,53.3,-9.0,15.0,21.0,5.0,62.1,70.0,-6.0,25.0,19.0,9.0,85.5,70.0,6.0,31.0,20.0,6.0,108.0,83.3,11.0,13.0,18.0,5.0,47.3,63.3,-5.0,23.0,21.0,8.0,90.8,73.3,2.0,25.0,15.0,9.0,85.1,83.3,10.0,16.0,18.0,4.0,61.0,66.7,-2.0,15.0,21.0,6.0,53.3,50.0,-6.0,20.0,21.0,11.0,84.7,63.3,-1.0
7302870,-154155,CCT Europe 2026 Series #4,295454,Virtus.pro,295455,ex-RUBY,0.0,2.0,True,3,0.0,0.0,2,Nuke,2026-06-21 13:00:00,0,2.0,27045,27658,178,20792,27048,6251,6626,3775,16111,7440,AquaRS,FOR3VER,"mir (Nikolay Bityukov), RU",b1st,tO0RO,"H4SAN4TOR (Vladyslav  Tuchin), RU","sh1ne (Maksim Vinogradov), RU","YumsaN (Vadim Toropynin), RU",relaxxie,"robo (Nikita Dushin), RU",12.0,21.0,5.0,52.8,53.3,-9.0,15.0,21.0,5.0,62.1,70.0,-6.0,25.0,19.0,9.0,85.5,70.0,6.0,31.0,20.0,6.0,108.0,83.3,11.0,13.0,18.0,5.0,47.3,63.3,-5.0,23.0,21.0,8.0,90.8,73.3,2.0,25.0,15.0,9.0,85.1,83.3,10.0,16.0,18.0,4.0,61.0,66.7,-2.0,15.0,21.0,6.0,53.3,50.0,-6.0,20.0,21.0,11.0,84.7,63.3,-1.0
7302847,154151,CCT Europe 2026 Series #4,295428,GenOne,295429,100 Thieves,0.0,2.0,False,3,7.0,13.0,6,Dust2,2026-06-20 21:15:00,0,2.0,2894,6739,6022,862,,11,8274,3513,6665,27,"Djoko (Thomas Pavoni), FR","Chuckyy, BE","Brooxsy (Hugo Di Bono), FR","Keoz (Nicolas Dgus), BE",,"device (Nicolai Reedtz), DK",poiii,"Ag1L (André  Gil), PT","sirah (William Kjærsgaard), DK","rain (Håvard Nygaard), NO",13.0,17.0,4.0,66.2,65.0,-4.0,3.0,12.0,5.0,33.3,70.0,-9.0,9.0,16.0,7.0,57.4,70.0,-7.0,14.0,15.0,6.0,76.2,70.0,-1.0,,,,,,,16.0,10.0,7.0,84.5,80.0,6.0,14.0,12.0,8.0,76.0,75.0,2.0,9.0,9.0,6.0,58.6,90.0,0.0,14.0,8.0,3.0,80.7,80.0,6.0,20.0,11.0,6.0,93.5,95.0,9.0
7302847,-154151,CCT Europe 2026 Series #4,295428,GenOne,295429,100 Thieves,0.0,2.0,True,3,0.0,0.0,24,Ancient,2026-06-20 21:15:00,0,2.0,2894,6739,6022,862,,11,8274,3513,6665,27,"Djoko (Thomas Pavoni), FR","Chuckyy, BE","Brooxsy (Hugo Di Bono), FR","Keoz (Nicolas Dgus), BE",,"device (Nicolai Reedtz), DK",poiii,"Ag1L (André  Gil), PT","sirah (William Kjærsgaard), DK","rain (Håvard Nygaard), NO",13.0,17.0,4.0,66.2,65.0,-4.0,3.0,12.0,5.0,33.3,70.0,-9.0,9.0,16.0,7.0,57.4,70.0,-7.0,14.0,15.0,6.0,76.2,70.0,-1.0,,,,,,,16.0,10.0,7.0,84.5,80.0,6.0,14.0,12.0,8.0,76.0,75.0,2.0,9.0,9.0,6.0,58.6,90.0,0.0,14.0,8.0,3.0,80.7,80.0,6.0,20.0,11.0,6.0,93.5,95.0,9.0
10094277,,CCT Europe 2026 Series #4,295362,Gentle Mates,295363,ex-RUBY,1.0,2.0,True,3,,,,,2026-06-20 17:15:00,0,3.0,1662,1394,773,772,4530,6251,6626,3775,16111,7440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
